;datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_28d;internacoes_28d_l;internacoes_28v28
560;2020-11-08;DRS 03 Araraquara;42,43;118,0;35,96;991435;11,9;679;932;-27,15
561;2020-11-08;DRS 04 Baixada Santista;141,43;375,0;37,71;1831884;20,47;991;748;32,49
562;2020-11-08;DRS 05 Barretos;29,86;88,71;33,66;425090;20,87;318;613;-48,12
563;2020-11-08;DRS 06 Bauru;104,29;227,29;45,88;1741281;13,05;940;1376;-31,69
564;2020-11-08;DRS 07 Campinas;175,57;509,71;34,45;4562125;11,17;1469;2319;-36,65
565;2020-11-08;DRS 08 Franca;27,57;102,29;26,95;696336;14,69;322;492;-34,55
566;2020-11-08;DRS 09 Marília;54,57;161,29;33,83;1109670;14,53;546;705;-22,55
567;2020-11-08;DRS 10 Piracicaba;42,29;172,14;24,57;1539600;11,18;407;719;-43,39
568;2020-11-08;DRS 11 Presidente Prudente;27,29;69,57;39,23;752260;9,25;398;644;-38,2
569;2020-11-08;DRS 12 Registro;10,14;39,0;26,0;278754;13,99;127;163;-22,09
570;2020-11-08;DRS 13 Ribeirão Preto;80,0;275,71;29,02;1477530;18,66;921;1580;-41,71
571;2020-11-08;DRS 14 São João da Boa Vista;34,0;109,86;30,95;809836;13,57;400;608;-34,21
572;2020-11-08;DRS 15 São José do Rio Preto;162,57;374,57;43,4;1570421;23,85;1532;2437;-37,14
573;2020-11-08;DRS 16 Sorocaba;100,86;213,71;47,19;2461760;8,68;887;1095;-19,0
574;2020-11-08;DRS 17 Taubaté;119,71;387,14;30,92;2489629;15,55;1100;1502;-26,76
575;2020-11-08;Estado de São Paulo;2982,57;7407,0;40,27;44639899;16,59;25926;32953;-21,32
576;2020-11-09;DRS 01 Grande São Paulo;1798,29;4067,71;44,21;21138247;19,24;14517;16396;-11,46
577;2020-11-09;DRS 02 Araçatuba;46,43;120,71;38,46;764041;15,8;399;476;-16,18
578;2020-11-09;DRS 03 Araraquara;43,0;118,57;36,27;991435;11,96;674;905;-25,52
579;2020-11-09;DRS 04 Baixada Santista;142,0;375,0;37,87;1831884;20,47;993;759;30,83
580;2020-11-09;DRS 05 Barretos;28,86;88,71;32,53;425090;20,87;310;605;-48,76
581;2020-11-09;DRS 06 Bauru;105,0;224,86;46,7;1741281;12,91;943;1372;-31,27
582;2020-11-09;DRS 07 Campinas;178,57;513,43;34,78;4562125;11,25;1442;2302;-37,36
583;2020-11-09;DRS 08 Franca;27,86;102,43;27,2;696336;14,71;315;481;-34,51
584;2020-11-09;DRS 09 Marília;56,14;160,29;35,02;1109670;14,44;551;697;-20,95
585;2020-11-09;DRS 10 Piracicaba;44,43;168,14;26,42;1539600;10,92;412;712;-42,13
586;2020-11-09;DRS 11 Presidente Prudente;27,0;70,0;38,57;752260;9,31;382;647;-40,96
587;2020-11-09;DRS 12 Registro;11,43;39,0;29,31;278754;13,99;133;161;-17,39
588;2020-11-09;DRS 13 Ribeirão Preto;79,86;275,43;28,99;1477530;18,64;908;1569;-42,13
589;2020-11-09;DRS 14 São João da Boa Vista;33,57;111,14;30,21;809836;13,72;394;602;-34,55
590;2020-11-09;DRS 15 São José do Rio Preto;159,71;373,29;42,78;1570421;23,77;1517;2421;-37,34
591;2020-11-09;DRS 16 Sorocaba;102,57;213,14;48,12;2461760;8,66;890;1081;-17,67
592;2020-11-09;DRS 17 Taubaté;119,86;386,14;31,04;2489629;15,51;1097;1488;-26,28
593;2020-11-09;Estado de São Paulo;3004,57;7408,0;40,56;44639899;16,6;25877;32674;-20,8
594;2020-11-10;DRS 01 Grande São Paulo;1814,14;4062,86;44,65;21138247;19,22;14650;16286;-10,05
595;2020-11-10;DRS 02 Araçatuba;46,29;120,57;38,39;764041;15,78;395;480;-17,71
596;2020-11-10;DRS 03 Araraquara;43,43;119,86;36,23;991435;12,09;664;890;-25,39
597;2020-11-10;DRS 04 Baixada Santista;145,29;375,43;38,7;1831884;20,49;993;772;28,63
598;2020-11-10;DRS 05 Barretos;27,86;88,71;31,41;425090;20,87;302;610;-50,49
599;2020-11-10;DRS 06 Bauru;106,0;223,57;47,41;1741281;12,84;930;1371;-32,17
600;2020-11-10;DRS 07 Campinas;180,71;516,71;34,97;4562125;11,33;1442;2236;-35,51
601;2020-11-10;DRS 08 Franca;28,29;102,43;27,62;696336;14,71;304;483;-37,06
602;2020-11-10;DRS 09 Marília;57,71;159,29;36,23;1109670;14,35;555;690;-19,57
603;2020-11-10;DRS 10 Piracicaba;45,86;167,71;27,34;1539600;10,89;407;705;-42,27
604;2020-11-10;DRS 11 Presidente Prudente;26,57;70,14;37,88;752260;9,32;380;637;-40,35
605;2020-11-10;DRS 12 Registro;12,57;39,0;32,23;278754;13,99;140;158;-11,39
606;2020-11-10;DRS 13 Ribeirão Preto;81,43;274,71;29,64;1477530;18,59;899;1564;-42,52
607;2020-11-10;DRS 14 São João da Boa Vista;33,29;111,14;29,95;809836;13,72;390;601;-35,11
608;2020-11-10;DRS 15 São José do Rio Preto;154,86;371,43;41,69;1570421;23,65;1495;2400;-37,71
609;2020-11-10;DRS 16 Sorocaba;105,0;212,57;49,4;2461760;8,63;895;1066;-16,04
610;2020-11-10;DRS 17 Taubaté;120,29;384,57;31,28;2489629;15,45;1100;1473;-25,32
611;2020-11-10;Estado de São Paulo;3029,57;7400,71;40,94;44639899;16,58;25941;32422;-19,99
612;2020-11-11;DRS 01 Grande São Paulo;1826,86;4063,57;44,96;21138247;19,22;14872;16089;-7,56
613;2020-11-11;DRS 02 Araçatuba;45,86;120,29;38,12;764041;15,74;387;488;-20,7
614;2020-11-11;DRS 03 Araraquara;43,43;121,0;35,89;991435;12,2;666;884;-24,66
615;2020-11-11;DRS 04 Baixada Santista;148,57;376,0;39,51;1831884;20,53;1005;754;33,29
616;2020-11-11;DRS 05 Barretos;27,29;88,71;30,76;425090;20,87;300;606;-50,5
